efta_number,page_number,inspection_type,doc_type,severity,description,flags,timestamp
EFTA00176111,7,partial_redaction,legal_memo,high,"Kirkland & Ellis legal memo about Epstein case - page about Detective Recarey's statements on Epstein photographing victims, hidden cameras at residence, misrepresentations about victim ages. Original shows some witness names. Current version shows mostly same redaction pattern. Critical content about Epstein's statement 'he likes the girls that are between the ages of 14 and 20' visible in both. Content about covert cameras in residence visible.",agent_batch_006,1772672472
EFTA00176485,14,partial_redaction,legal_memo,low,Kirkland & Ellis legal memo continuation. Original and current very similar with pre-existing redactions. Minor OCR/rendering differences. Content about detective statements largely unchanged.,agent_batch_006,1772672472
EFTA00176922,6,no_visible_change,fbi_302,none,FBI FD-302a continuation page about victim interview mentioning cell phone numbers and fear of Jeffrey. Both versions appear identical with same redaction patterns.,,1772695399
EFTA00177007,0,partial_redaction,legal_binder_contents,medium,"Photo of physical binder table of contents with colored tab dividers. Labels include 'US Response to,' 'Order Directing,' 'Jane Does Motion to,' 'USVI Response to,' 'Violations of Court Requested Rescend.' Original shows handwritten tab labels clearly. Current version adds black redaction bars over two of the tab labels (appears to cover party names like 'Jane Does'). Most tab labels still legible.",agent_batch_007,1772672472
EFTA00177690,1,partial_redaction,email,medium,"Email from Paul Conti discussing a woman's therapy sessions. Original shows full name of the woman being discussed, physical description and details. Current version has black bars over the woman's name and some identifying details. Therapy rates ($53-$106/90 min) and session details still visible.",agent_batch_003,1772672472
EFTA00178147,200,partial_redaction,arrest_report,medium,"Palm Beach County Sheriffs Office Arrest/Notice to Appear — handwritten. Epstein Jeffrey, W/M DOB 01/20/53 6ft 180lbs. Address 358 El Brillo Way then New E address, Palm Beach FL 33480. SSN 040-44-3348. Phone 561-655-3746. Business 6100 Red Hook Quarters Suite B3 St Thomas. Vermont DL. Charge: Felony Solicitation of Prostitution. Bond $3,000. Officer Sgt Recarey. CURRENT: One black bar near SSN/DL area — possibly redacting SSN or additional identifier. All other arrest details preserved including name, address, charge, bond.","arrest_report,palm_beach,felony_solicitation,recarey,SSN_redaction",1772669757
EFTA00178696,2,name_redaction,email,medium,Current version redacts personal names and email addresses in the email chain with black bars. Original showed visible identities in the scheduling communication.,,1772695986
EFTA00178778,4,content_removal,flight_log_spreadsheet,critical,"Spreadsheet tracking Epstein's flights and calls, columns A-F with dates (2000-2005), flight arrivals/departures at PBA via Gulfstream/Boeing 727, and passenger names in column F. Original shows some passenger names (Jeffrey Epstein and others) in column F. Current version has heavy black bars covering most of columns D-F, systematically removing flight companion/passenger identity data.",agent_batch_000,1772672472
EFTA00179797,193,name_redaction,email,high,Names of DOJ/USAFLS recipients (Senior Robert; Acosta Alex; Sloman Jeff; Lee Dexter; Atkinson Karen) redacted with black bars in current version. Original showed all five USAFLS employee names and read-receipt timestamps clearly.,,1772696995
EFTA00180596,2,minor_change,arrest_notice,low,Palm Beach Police Department Arrest/Notice to Appear - Juvenile Referral Report. Both versions appear virtually identical with same form fields and redactions. Minor rendering differences only.,agent_batch_001,1772672472
EFTA00180921,84,partial_redaction,phone_bill,medium,MetroPCS call detail records. Original has phone numbers in Dialed Number column partially visible. Current version blacks out those columns more thoroughly. Same pattern as other MetroPCS records - systematic removal of phone number columns.,agent_batch_000,1772672472
EFTA00181147,18,partial_redaction,legal_filing,medium,Legal filing — names/addresses/identifiers partially redacted in court documents. Batch-classified. pct_changed=6.1%,"legal_filing,batch_classified",2026-03-04 18:47:11
EFTA00181217,59,partial_redaction,legal_filing,medium,Legal filing — names/addresses/identifiers partially redacted in court documents. Batch-classified. pct_changed=29.5%,"legal_filing,batch_classified",2026-03-04 18:47:11
EFTA00181769,19,partial_redaction,deposition_transcript,medium,"Deposition transcript — same case 9:08-cv-80119-KAM. More Q&A about Epstein home, massages, sexual activity. MR YAREMA objecting throughout. Similar Grauer & Associates format. CURRENT: Small redactions over specific names/initials. Same minor redaction pattern as EFTA00185206. Substantive testimony preserved.","deposition,court,victim_testimony,yarema,minor_redaction",1772669757
EFTA00183407,38,minor_change,police_booking_form,low,"Palm Beach County felony arrest/booking form for Epstein Jeff, 358 El Brillo. Upside-down scan. Original and current appear virtually identical. Both show same handwritten entries. No substantive changes detected.",agent_batch_000,1772672472
EFTA00184224,395,content_removal,court_filing,high,"Court filing (Case 9:08-cv-80736-KAM, Lipschutz PG, Filed 02/10/2016 p.16-17). Legal memo about victim: Voluntary Sexual Conduct With Epstein, Refusal to Disclose Disposition of Monies, Using Circus/Cars for Epstein. Original shows FOUR sections: (1) sex conduct from Police Report, (2) arrested for marijuana/drug paraphernalia Sept 11 2003, (3) fired from Victorias Secret store — private investigation revealed theft, security tag attached, (4) credibility discussion. CURRENT: sections 2 and 3 (arrest and Victorias Secret theft) COMPLETELY BLACKED OUT. Names already redacted in both versions. Substantive victim credibility content removed.","legal_filing,court,victim_credibility,content_removed,arrest_record,victorias_secret",1772668477
EFTA00185206,50,partial_redaction,deposition_transcript,medium,"Deposition transcript — Case 9:08-cv-80119-KAM Doc 15-2 FLSD 06/30/2008 p.11/35. Grauer & Associates court reporter. Four pages of Q&A: questions about Epstein inviting someone home, sexual activity, massage pretext, phone calls to arrange visits. Attorneys: MR YAREMA objecting, MR LANGINO cross-exam, MR GOLDBERGER, MR HOROWITZ. Victim referred to by initials only (CJ, BR, FP, EM). CURRENT: Minor redactions — small black bars over specific name/initial spots. Q&A text and all attorney names preserved.","deposition,court,victim_testimony,sexual_activity,massage,yarema,langino,goldberger,horowitz,minor_redaction",1772669757
EFTA00186431,153,partial_redaction,financial_document,medium,"Financial/banking document — account numbers, transaction details, or employee emails blacked out. Batch-classified. pct_changed=5.0%","financial,banking,batch_classified",2026-03-04 18:47:11
EFTA00187583,465,partial_redaction,police_property_receipt,high,"Palm Beach Police Department Property Receipt. Original shows handwritten property descriptions listing multiple items seized. Current version has black redaction bars covering most of the property description lines (Items column), removing details of what was seized. Only the form structure and some header info remain visible. Evidence inventory details removed.",agent_batch_001,1772672472
EFTA00188535,3,partial_redaction,police_property_receipt,medium,"Palm Beach Police Department Property Receipt page 1 of 6, Case 05-368, 358 El Brillo, dated 10-20-2005 (Exhibit A). Lists seized items: phone message book, file folders, shredded paper, massage-related items, massage table, photos. Original shows officer name (Joseph Recarey). Current version blacks out officer signature/name at bottom.",agent_batch_000,1772672472
EFTA00188608,377,minor_change,deposition_cover,low,"Cover pages of Michael Reiter video-taped deposition (Nov 23, 2009) in Palm Beach Circuit Court vs Jeffrey Epstein. Shows exhibit list, attorneys present. Both versions appear nearly identical with same content visible.",agent_batch_003,1772672472
EFTA00189310,1,partial_redaction,USAO_email_chain,high,"Email chain between Villafana (USAFLS) and Kuyrkendhall/Richards about victim interview questions - discusses schools attended, cooperation of witnesses. Original shows full names in headers and body. Current version blacks out personal names throughout while preserving the substantive discussion.",agent_batch_000,1772672472
